ID,quote,Author
2545,“The good life is lived by grace.”,"
    Lailah Gifty Akita
  "
2546,"“Fall in love with the design of your own existence & continually improve on it, instead of wasting it all away wishing you were like somebody else.","
    Llewellyn Devereaux
  "
2547,“Faith in oneself leads to faith in a fellow human being.”,"
    Lailah Gifty Akita
  "
2548,“Fear of God leads to faithfulness.”,"
    Lailah Gifty Akita
  "
2549,“Endure suffering as a good soldier of Christ”,"
    Lailah Gifty Akita
  "
2550,“Every good soldier of Christ has endured suffering in the land of affliction.”,"
    Lailah Gifty Akita
  "
2551,“Give thanks to God!”,"
    Lailah Gifty Akita
  "
2552,“The human heart is lighted by the flame of love.”,"
    Lailah Gifty Akita
  "
2553,“Your imagination will get you to your destination.”,"
    Delma Pryce
  "
2554,"“Be strong, do what God has placed in your heart!”","
    Lailah Gifty Akita
  "
2555,"“Do not give up praying, for praying invisibly changes things, it brings the blessings of heaven upon the earth.”","
    Lailah Gifty Akita
  "
2556,“Praying invisibly changes things.”,"
    Lailah Gifty Akita
  "
2557,“To be reconciled with God is to do what is right in his sight.”,"
    Lailah Gifty Akita
  "
2558,"“A self motivated person work sprightly on negative insults,","
    Sahaj Sabharwal ,
  "
2559,“Pray persistently”,"
    Lailah Gifty Akita
  "
2560,"“Dancing in the Sea,","
    Somya Kedia
  "
2561,“Praying is the only way to bring the blessings in heaven upon the earth”,"
    Lailah Gifty Akita
  "
2562,“Praying is the pursuit of God.”,"
    Lailah Gifty Akita
  "
2563,“When you hear the heavenly call do not harden your heart.”,"
    Lailah Gifty Akita
  "
2564,“Every man must serve God's purpose in his generation.”,"
    Lailah Gifty Akita
  "
2565,“The heavenly voice speaks within the heart.”,"
    Lailah Gifty Akita
  "
2566,"“Embed my Name on the Sand,","
    Somya Kedia
  "
2567,“The mission is a sacred message.”,"
    Lailah Gifty Akita
  "
2568,“The minister must diligently deliver the message.”,"
    Lailah Gifty Akita
  "
2569,“The servant of God must serve wholeheartedly”,"
    Lailah Gifty Akita
  "
2570,“Whoever has been given the message has no choice but to minister.”,"
    Lailah Gifty Akita
  "
2571,"“If you have a breath, you have the best thing in life.”","
    Lailah Gifty Akita
  "
2572,“Anything worth having is worth the patient wait.”,"
    Lailah Gifty Akita
  "
2573,“Every good work is done in the spirit of faith.”,"
    Lailah Gifty Akita
  "
2574,"“Have the courage to take your chances, who knows what is possible?”","
    Lailah Gifty Akita
  "
2575,“Let us treat each other with love. Love is the basis for respect in the righteousness of faith.”,"
    Lailah Gifty Akita
  "
2576,“Most importantly let us love one another deeply from the heart. Love can penetrate any human heart.”,"
    Lailah Gifty Akita
  "
2577,“Don't doubt yourself if others can't comprehend your situation. There will always be scenarios in your life others know nothing about.”,"
    Torron-Lee Dewar
  "
2578,“The essence of living is to love the LORD God.”,"
    Lailah Gifty Akita
  "
2579,“The joy of overcoming is the beauty of life.”,"
    Lailah Gifty Akita
  "
2580,“Do your duty in your time.”,"
    Lailah Gifty Akita
  "
2581,"“And this is how life goes: there will be times where you feel like nothing more than a patchwork quilt of all the worst parts of yourself, and then there will be times when the call to be better is just so lovely and clear, like a bell ringing at a frequency all the voices that keep you up at night can’t hear.”","
    Sam Lansky,
  "
2582,“There is a difference between complaining about your situation and sharing your story”,"
    Angela Cecilia,
  "
2583,“I don't promise to succeed but I promise to try and I guess that is all that counts!”,"
    Somya Kedia
  "
2584,“We are human beings with blood running through our veins”,"
    Lailah Gifty Akita
  "
2585,"“Through the trials, I learned to trust in God.”","
    Lailah Gifty Akita
  "
2586,"“I am persuaded by the promises of God, He has power to fulfill His purpose for my life”","
    Lailah Gifty Akita
  "
2587,“Let us not give up praying until this pandemic is over”,"
    Lailah Gifty Akita
  "
2588,“The world must unite in prayer to pray fervently for the peace of all people”,"
    Lailah Gifty Akita
  "
2589,“I live to read and read only”,"
    Zainab Fatima
  "
2590,“Pain often leads a men to pray.”,"
    Lailah Gifty Akita 
  "
2591,“Pain often leads a man to pray”,"
    Lailah Gifty Akita
  "
2592,“I do not know what prayer really is until the only option left is to pray”,"
    Lailah Gifty Akita
  "
2593,“Rest is necessary for reflection.”,"
    Lailah Gifty Akita
  "
2594,“The grace of redemption leads to repentance”,"
    Lailah Gifty Akita
  "
2595,“The LORD is God! The LORD is God!”,"
    Lailah Gifty Akita
  "
2596,"“I have been tested but it is never in vain, I learned to trust in God”","
    Lailah Gifty Akita
  "
2597,"“Muslims should always be ready to struggle for what they believe in, for faith is not a matter of words but of deeds.”","
    Tahia Al-Ismail,
  "
2598,“I count everything loss for the sake of attaining the higher calling in Christ”,"
    Lailah Gifty Akita
  "
2599,"“When you're discouraged to share your blessings, you're sharing your time with the wrong people.”","
    Sofia Nova,
  "
2600,"“I have always felt a duty to motivate and inspire others to be confident and follow their dreams. I will not waste any time into a project I am not passionate about. I love waking up in the morning with a goal that needs to be conquered... and if there isn’t one, I will create it!”","
    Sofia Nova,
  "
2601,“Don't let others influence your decisions. You have your own life and your own mind... So make your own choices.”,"
    Sofia Nova
  "
2602,“I choose to remain magical in my own way... because that is how God created me.”,"
    Sofia Nova,
  "
2603,"“We are sons and daughters of God, one family of faith,”","
    Lailah Gifty Akita
  "
2604,“The great Masters are great Mentors”,"
    Lailah Gifty Akita
  "
2605,“We are what our great Mentors have taught us.”,"
    Lailah Gifty Akita
  "
2606,“The strong conviction of the truth is the only thing that convinces a man to be converted.”,"
    Lailah Gifty Akita
  "
2607,“The strong conviction of the truth is the only thing that convinces a man to be converted. A converted man is a changed man.”,"
    Lailah Gifty Akita
  "
2608,"“If you're always trying to be normal, you'll never know how amazing you can be.”","
    Maya Angelou
  "
2609,"“Remember, you are not going to stay on this planet forever. So if you want to do something – do it now.”","
    Akash Rathod,
  "
2610,"“To know who you are is the best discovery you can make about yourself"".”","
    Venugopal Acharya
  "
2611,“The Maker is more merciful than man”,"
    Lailah Gifty Akita
  "
2612,“Mighty LORD please who us your great mercy”,"
    Lailah Gifty Akita
  "
2613,“God's mercy are new every morning”,"
    Lailah Gifty Akita
  "
2614,“God's grace is the greatest need.”,"
    Lailah Gifty Akita
  "
2615,“One thing is needful to sit at the master's feet with eager desire to learn from the great teacher”,"
    Lailah Gifty Akita
  "
2616,“Don't wait until your body shrinks before you understand life”,"
    Adanne Chukwudi Udejiofor,
  "
2617,“Alot of people have ideas but they lose it to someone else either because they re too SCARED to be the first to implement it or they shared the ideas with some one who is smart enough to bring the idea to light”,"
    Adanne Chukwudi Udejiofor,
  "
2618,“Do not refuse to repent nor return to God”,"
    Lailah Gifty Akita
  "
2619,“Trials put every man to test in the journey of life.”,"
    Lailah Gifty Akita
  "
2620,"“If you return to the righteous God, He will accepts you”","
    Lailah Gifty Akita
  "
2621,“Suffering is a saving grace.”,"
    Lailah Gifty Akita
  "
2622,“Let the Morning Rise with Your Smile!”,"
    Somya Kedia
  "
2623,"“ʻʻReaders are leaders But if you read books without adding common sense. You will be like a wretched servant all your life.,,”","
    Okpolokpo paul
  "
2624,"“Keep on, keep on”","
    Lailah Gifty Akita
  "
2625,"“Keep on seeking, keep on seeking”","
    Lailah Gifty Akita
  "
2626,“Kindness is a knowledge which everyone understands.”,"
    Lailah Gifty Akita
  "
2627,“May God be your rear guard”,"
    Lailah Gifty Akita
  "
2628,"“The LORD God loves you, live for His glory”","
    Lailah Gifty Akita
  "
2629,“The LORD 's mercy still continue fresh as the morning as sure as the sunshine”,"
    Lailah Gifty Akita
  "
2630,“Fasting is a necessary feast”,"
    Lailah Gifty Akita
  "
2631,“There is no purity without prayer”,"
    Lailah Gifty Akita
  "
2632,“The love of the LORD in heart maketh thee to be happy.”,"
    Lailah Gifty Akita
  "
2633,“Friendship with God is the sweetest fellowship”,"
    Lailah Gifty Akita
  "
2634,“Freedom is a gift to cherish will all of one's heart.”,"
    Saim .A. Cheeda
  "
2635,“Our Spirituality Reality Is as Inseparable to Us as Sunshine Is to The Sun!”,"
    Venugopal Acharya
  "
2636,“True Wisdom Is to Recognize Our Tiny Insignificance in This Giant Cosmos and Seek to Humbly Co-Operate with The Universal Principles”.”,"
    Venugopal Acharya
  "
2637,“Silent Inner Sense of Contentment Comes Through Prayers”.”,"
    Venugopal Acharya
  "
2638,"“Life Is A Gift by A Benevolent Donor, Who’ll Eventually Take It Back”.”","
    Venugopal Acharya
  "
2639,"“If You Insist That the Way You See Things Is the Only Reality, Then Not Only Have You Missed the Beauty of Another Perspective but Also Risk Losing Relationships with Others Who View the Situation Differently”.”","
    Venugopal Acharya
  "
2640,"“A Life Centered on Sensuality Not Only Brings Distress to Oneself, It’s Also A Disservice to Others Involved in The Relationship Or In The Team”.”","
    Venugopal Acharya
  "
2641,"“Work hard in silence, let your success be your noise.”","
    Ritu Ghatourey
  "
2642,"“for after the sleep, comes life.”","
    Roxanna,
  "
2643,"“The best moments in our lives are not the passive, receptive, relaxing times. The best moments usually occur if a person's body or mind is stretched to its limits in a voluntary effort to accomplish something difficult and worthwhile.”","
    Mihaly Csikszentmihalyi,
  "
2644,"“Courage is not the absence of despair, it is, rather, the capacity to move ahead in spite of despair.”","
    Rollo May,
  "
2645,“We are only humans with loving heart.”,"
    Lailah Gifty Akita
  "
2646,“Do not be discouraged.”,"
    Lailah Gifty Akita
  "
2647,“Do not doubt nor be discouraged.”,"
    Lailah Gifty Akita
  "
2648,“Let us labour diligently in love”,"
    Lailah Gifty Akita
  "
2649,"“While there is still time, return to God.”","
    Lailah Gifty Akita
  "
2650,"“Great grace, great faith”","
    Lailah Gifty Akita
  "
2651,“Forsaken sin is the grace of salvation”,"
    Lailah Gifty Akita
  "
2652,"“Come to Christ, while there is still time, Now.”","
    Lailah Gifty Akita
  "
2653,"“Whenever possible, pray.”","
    Lailah Gifty Akita
  "
2654,"“Whenever faith appears, fear disappears”","
    Lailah Gifty Akita
  "
2655,“A man will do better if he knew the best ways of living”,"
    Lailah Gifty Akita
  "
2656,"“Dream on ,dream on, dancing dream!”","
    Lailah Gifty Akita
  "
2657,“Whoever is saved does not continue sinning.”,"
    Lailah Gifty Akita
  "
2658,“Life of happiness is found in the quest for holiness.”,"
    Lailah Gifty Akita
  "
2659,“Solitude is better than confinement.”,"
    Sophia Abid,
  "
2660,“A believing faith frees the soul from the bondage of sin.”,"
    Lailah Gifty Akita
  "
2661,"“There is no true prosperity, without a painful toil.”","
    Lailah Gifty Akita
  "
